    qid  docid          docno  rank      score                            query
798   1  22937  AP880511-0148   798   6.677719  Coping with overcrowded prisons
799   1  39296  AP880713-0013   799   6.677719  Coping with overcrowded prisons
800   1  54945  AP880916-0095   800   6.677719  Coping with overcrowded prisons
801   1  69826  AP881117-0082   801   6.677719  Coping with overcrowded prisons
802   1  42645  AP880726-0128   802   6.675662  Coping with overcrowded prisons
803   1  24856  AP880518-0164   803   6.675212  Coping with overcrowded prisons
804   1  51483  AP880901-0119   804   6.675212  Coping with overcrowded prisons
805   1  27600  AP880527-0262   805   6.674005  Coping with overcrowded prisons
806   1  67529  AP881107-0091   806   6.674005  Coping with overcrowded prisons
807   1  23949  AP880514-0179   807   6.673489  Coping with overcrowded prisons
808   1  24697  AP880518-0005   808   6.673489  Coping with overcrowded prisons
809   1  41913  AP880723-0005   809   6.673489  Coping with overcrowded prisons
810   1  49315  AP880823-0188   810   6.673489  Coping with overcrowded prisons
811   1  43932  AP880801-0064   811   6.671690  Coping with overcrowded prisons
812   1  11571  AP880329-0096   812   6.671199  Coping with overcrowded prisons
813   1  30471  AP880608-0082   813   6.670202  Coping with overcrowded prisons
814   1  74182  AP881206-0190   814   6.667192  Coping with overcrowded prisons
815   1    222  AP880213-0052   815   6.666528  Coping with overcrowded prisons
816   1  60474  AP881010-0191   816   6.666528  Coping with overcrowded prisons
817   1  15468  AP880413-0161   817   6.664455  Coping with overcrowded prisons
818   1  41426  AP880721-0155   818   6.663591  Coping with overcrowded prisons
819   1   5008  AP880303-0184   819   6.658727  Coping with overcrowded prisons
820   1  14175  AP880408-0012   820   6.658727  Coping with overcrowded prisons
821   1  44678  AP880803-0234   821   6.658727  Coping with overcrowded prisons
822   1  10673  AP880325-0087   822   6.658396  Coping with overcrowded prisons
823   1  59933  AP881007-0169   823   6.658197  Coping with overcrowded prisons
824   1  67474  AP881107-0036   824   6.658197  Coping with overcrowded prisons
825   1  32599  AP880616-0113   825   6.657866  Coping with overcrowded prisons
826   1  42215  AP880725-0001   826   6.657866  Coping with overcrowded prisons
827   1  68279  AP881110-0003   827   6.657866  Coping with overcrowded prisons
828   1  16511  AP880417-0084   828   6.653286  Coping with overcrowded prisons
829   1  59193  AP881005-0059   829   6.650108  Coping with overcrowded prisons
830   1  64053  AP881024-0132   830   6.649227  Coping with overcrowded prisons
831   1  54114  AP880913-0082   831   6.648031  Coping with overcrowded prisons
832   1   4691  AP880302-0193   832   6.647518  Coping with overcrowded prisons
833   1  51197  AP880831-0133   833   6.647518  Coping with overcrowded prisons
834   1   6389  AP880309-0333   834   6.645814  Coping with overcrowded prisons
835   1  28825  AP880601-0339   835   6.645814  Coping with overcrowded prisons
836   1  31117  AP880610-0103   836   6.645814  Coping with overcrowded prisons
837   1  68752  AP881111-0182   837   6.645246  Coping with overcrowded prisons
838   1  61399  AP881013-0236   838   6.643824  Coping with overcrowded prisons
839   1   1127  AP880217-0163   839   6.642860  Coping with overcrowded prisons
840   1  34013  AP880622-0061   840   6.642154  Coping with overcrowded prisons
841   1  72108  AP881128-0063   841   6.640135  Coping with overcrowded prisons
842   1  29631  AP880604-0142   842   6.637697  Coping with overcrowded prisons
843   1  69988  AP881117-0244   843   6.632951  Coping with overcrowded prisons
844   1  37591  AP880705-0294   844   6.632768  Coping with overcrowded prisons
845   1  27453  AP880527-0115   845   6.632345  Coping with overcrowded prisons
846   1  41196  AP880720-0232   846   6.632345  Coping with overcrowded prisons
847   1  13673  AP880406-0115   847   6.632017  Coping with overcrowded prisons
848   1  62349  AP881017-0234   848   6.629620  Coping with overcrowded prisons
849   1  67062  AP881104-0203   849   6.627396  Coping with overcrowded prisons
850   1  64577  AP881026-0104   850   6.625417  Coping with overcrowded prisons
851   1  36253  AP880630-0038   851   6.623445  Coping with overcrowded prisons
852   1  56388  AP880922-0130   852   6.620138  Coping with overcrowded prisons
853   1  56877  AP880926-0128   853   6.620138  Coping with overcrowded prisons
854   1  60958  AP881012-0084   854   6.619822  Coping with overcrowded prisons
855   1  21383  AP880505-0168   855   6.619494  Coping with overcrowded prisons
856   1  13441  AP880405-0175   856   6.618512  Coping with overcrowded prisons
857   1   2674  AP880224-0009   857   6.618012  Coping with overcrowded prisons
858   1   1314  AP880218-0049   858   6.613087  Coping with overcrowded prisons
859   1  20160  AP880430-0156   859   6.607374  Coping with overcrowded prisons
860   1  50606  AP880829-0088   860   6.607112  Coping with overcrowded prisons
861   1  43476  AP880729-0117   861   6.606367  Coping with overcrowded prisons
862   1  79100  AP881228-0005   862   6.606367  Coping with overcrowded prisons
863   1   6560  AP880310-0098   863   6.601782  Coping with overcrowded prisons
864   1   7227  AP880312-0123   864   6.597995  Coping with overcrowded prisons
865   1   8802  AP880318-0117   865   6.592967  Coping with overcrowded prisons
866   1  51255  AP880831-0191   866   6.591591  Coping with overcrowded prisons
867   1  65826  AP881031-0202   867   6.587584  Coping with overcrowded prisons
868   1  33510  AP880620-0187   868   6.586508  Coping with overcrowded prisons
869   1  77422  AP881220-0009   869   6.586508  Coping with overcrowded prisons
870   1  23943  AP880514-0173   870   6.581994  Coping with overcrowded prisons
871   1  45586  AP880809-0132   871   6.581994  Coping with overcrowded prisons
872   1  76454  AP881215-0173   872   6.581994  Coping with overcrowded prisons
873   1  71326  AP881123-0220   873   6.581433  Coping with overcrowded prisons
874   1  78630  AP881224-0130   874   6.581433  Coping with overcrowded prisons
875   1  50683  AP880829-0165   875   6.577338  Coping with overcrowded prisons
876   1  23947  AP880514-0177   876   6.573120  Coping with overcrowded prisons
877   1  32612  AP880616-0126   877   6.573120  Coping with overcrowded prisons
878   1  79027  AP881227-0157   878   6.572474  Coping with overcrowded prisons
879   1  61022  AP881012-0148   879   6.569376  Coping with overcrowded prisons
880   1  74304  AP881207-0055   880   6.569376  Coping with overcrowded prisons
881   1  44031  AP880801-0163   881   6.568907  Coping with overcrowded prisons
882   1  68653  AP881111-0083   882   6.568585  Coping with overcrowded prisons
883   1  25651  AP880520-0265   883   6.567195  Coping with overcrowded prisons
884   1  66246  AP881102-0022   884   6.567195  Coping with overcrowded prisons
885   1  76990  AP881217-0107   885   6.566253  Coping with overcrowded prisons
886   1  24944  AP880518-0252   886   6.564699  Coping with overcrowded prisons
887   1  44497  AP880803-0053   887   6.560497  Coping with overcrowded prisons
888   1  49426  AP880824-0039   888   6.555658  Coping with overcrowded prisons
889   1  55892  AP880920-0187   889   6.555658  Coping with overcrowded prisons
890   1   4270  AP880301-0072   890   6.552109  Coping with overcrowded prisons
891   1  27411  AP880527-0073   891   6.551143  Coping with overcrowded prisons
892   1  72975  AP881201-0065   892   6.551143  Coping with overcrowded prisons
893   1  33194  AP880618-0106   893   6.549695  Coping with overcrowded prisons
894   1   6969  AP880311-0193   894   6.547282  Coping with overcrowded prisons
895   1  13045  AP880404-0061   895   6.547282  Coping with overcrowded prisons
896   1   7199  AP880312-0095   896   6.546122  Coping with overcrowded prisons
897   1  66485  AP881102-0261   897   6.544286  Coping with overcrowded prisons
898   1  42211  AP880724-0088   898   6.542463  Coping with overcrowded prisons
899   1  70101  AP881118-0049   899   6.541108  Coping with overcrowded prisons
900   1   5021  AP880303-0197   900   6.537162  Coping with overcrowded prisons
901   1  11913  AP880330-0160   901   6.531813  Coping with overcrowded prisons
902   1  32952  AP880617-0181   902   6.531813  Coping with overcrowded prisons
903   1  36703  AP880701-0136   903   6.531813  Coping with overcrowded prisons
904   1   5650  AP880307-0191   904   6.531105  Coping with overcrowded prisons
905   1  11204  AP880328-0006   905   6.530913  Coping with overcrowded prisons
906   1    269  AP880213-0099   906   6.530595  Coping with overcrowded prisons
907   1  42340  AP880725-0126   907   6.528271  Coping with overcrowded prisons
908   1  69978  AP881117-0234   908   6.524196  Coping with overcrowded prisons
909   1  69983  AP881117-0239   909   6.524196  Coping with overcrowded prisons
910   1  10544  AP880324-0298   910   6.522918  Coping with overcrowded prisons
911   1  40187  AP880716-0024   911   6.522918  Coping with overcrowded prisons
912   1   7928  AP880315-0179   912   6.522283  Coping with overcrowded prisons
913   1  50046  AP880826-0080   913   6.522114  Coping with overcrowded prisons
914   1   3988  AP880229-0112   914   6.520638  Coping with overcrowded prisons
915   1  20142  AP880430-0138   915   6.518928  Coping with overcrowded prisons
916   1  59881  AP881007-0117   916   6.518452  Coping with overcrowded prisons
917   1  67731  AP881108-0077   917   6.518452  Coping with overcrowded prisons
918   1  77837  AP881221-0157   918   6.518452  Coping with overcrowded prisons
919   1  36290  AP880630-0075   919   6.516156  Coping with overcrowded prisons
920   1  59342  AP881005-0208   920   6.516156  Coping with overcrowded prisons
921   1  47531  AP880816-0224   921   6.514626  Coping with overcrowded prisons
922   1  67073  AP881104-0214   922   6.512239  Coping with overcrowded prisons
923   1  20019  AP880430-0015   923   6.510488  Coping with overcrowded prisons
924   1  36964  AP880702-0101   924   6.509612  Coping with overcrowded prisons
925   1  49464  AP880824-0077   925   6.506228  Coping with overcrowded prisons
926   1  68065  AP881109-0132   926   6.506228  Coping with overcrowded prisons
927   1   4909  AP880303-0085   927   6.501275  Coping with overcrowded prisons
928   1   7015  AP880311-0239   928   6.499849  Coping with overcrowded prisons
929   1  40210  AP880716-0047   929   6.499849  Coping with overcrowded prisons
930   1  71462  AP881124-0052   930   6.499849  Coping with overcrowded prisons
931   1  23945  AP880514-0175   931   6.498104  Coping with overcrowded prisons
932   1  24695  AP880518-0003   932   6.498104  Coping with overcrowded prisons
933   1  45941  AP880810-0231   933   6.497473  Coping with overcrowded prisons
934   1  79722  AP881230-0182   934   6.497473  Coping with overcrowded prisons
935   1  79698  AP881230-0158   935   6.496330  Coping with overcrowded prisons
936   1  71537  AP881124-0127   936   6.495841  Coping with overcrowded prisons
937   1  26161  AP880523-0138   937   6.494677  Coping with overcrowded prisons
938   1  56389  AP880922-0131   938   6.494677  Coping with overcrowded prisons
939   1  24186  AP880516-0134   939   6.493987  Coping with overcrowded prisons
940   1  37013  AP880702-0150   940   6.493672  Coping with overcrowded prisons
941   1  23944  AP880514-0174   941   6.489304  Coping with overcrowded prisons
942   1  24694  AP880518-0002   942   6.489304  Coping with overcrowded prisons
943   1  36412  AP880630-0197   943   6.489245  Coping with overcrowded prisons
944   1  51743  AP880902-0077   944   6.489245  Coping with overcrowded prisons
945   1  53646  AP880910-0180   945   6.489245  Coping with overcrowded prisons
946   1  18899  AP880426-0155   946   6.482392  Coping with overcrowded prisons
947   1  51251  AP880831-0187   947   6.482392  Coping with overcrowded prisons
948   1  60899  AP881012-0025   948   6.482392  Coping with overcrowded prisons
949   1  70305  AP881119-0024   949   6.482392  Coping with overcrowded prisons
950   1  11233  AP880328-0035   950   6.481540  Coping with overcrowded prisons
951   1    364  AP880213-0194   951   6.481352  Coping with overcrowded prisons
952   1  42646  AP880726-0129   952   6.481038  Coping with overcrowded prisons
953   1   6509  AP880310-0047   953   6.480411  Coping with overcrowded prisons
954   1   7633  AP880314-0218   954   6.477569  Coping with overcrowded prisons
955   1  67340  AP881105-0158   955   6.472852  Coping with overcrowded prisons
956   1  38886  AP880711-0148   956   6.470153  Coping with overcrowded prisons
957   1  51432  AP880901-0068   957   6.469392  Coping with overcrowded prisons
958   1  47931  AP880817-0265   958   6.468239  Coping with overcrowded prisons
959   1  64431  AP881025-0244   959   6.464686  Coping with overcrowded prisons
960   1   7553  AP880314-0138   960   6.462960  Coping with overcrowded prisons
961   1  40439  AP880718-0076   961   6.460372  Coping with overcrowded prisons
962   1  29045  AP880602-0214   962   6.457960  Coping with overcrowded prisons
963   1  51861  AP880902-0195   963   6.457960  Coping with overcrowded prisons
964   1  42381  AP880725-0167   964   6.457039  Coping with overcrowded prisons
965   1  51806  AP880902-0140   965   6.457039  Coping with overcrowded prisons
966   1   2228  AP880222-0151   966   6.456852  Coping with overcrowded prisons
967   1  42687  AP880726-0170   967   6.456852  Coping with overcrowded prisons
968   1  42112  AP880723-0204   968   6.455918  Coping with overcrowded prisons
969   1  15361  AP880413-0054   969   6.453098  Coping with overcrowded prisons
970   1  24122  AP880516-0070   970   6.453098  Coping with overcrowded prisons
971   1  50199  AP880826-0233   971   6.452534  Coping with overcrowded prisons
972   1  73271  AP881202-0076   972   6.452161  Coping with overcrowded prisons
973   1  17209  AP880420-0079   973   6.450756  Coping with overcrowded prisons
974   1  32398  AP880615-0255   974   6.450756  Coping with overcrowded prisons
975   1  51268  AP880831-0204   975   6.449038  Coping with overcrowded prisons
976   1  52460  AP880906-0079   976   6.449038  Coping with overcrowded prisons
977   1  73795  AP881205-0097   977   6.449038  Coping with overcrowded prisons
978   1  14022  AP880407-0178   978   6.445814  Coping with overcrowded prisons
979   1  43740  AP880730-0064   979   6.445137  Coping with overcrowded prisons
980   1  24957  AP880518-0265   980   6.444672  Coping with overcrowded prisons
981   1  67023  AP881104-0164   981   6.444672  Coping with overcrowded prisons
982   1    968  AP880217-0004   982   6.443334  Coping with overcrowded prisons
983   1  77709  AP881221-0029   983   6.443334  Coping with overcrowded prisons
984   1   4618  AP880302-0120   984   6.440312  Coping with overcrowded prisons
985   1  57120  AP880927-0105   985   6.437571  Coping with overcrowded prisons
986   1   6535  AP880310-0073   986   6.433713  Coping with overcrowded prisons
987   1  35290  AP880627-0041   987   6.433713  Coping with overcrowded prisons
988   1  59267  AP881005-0133   988   6.433713  Coping with overcrowded prisons
989   1   2911  AP880224-0246   989   6.432228  Coping with overcrowded prisons
990   1   6167  AP880309-0111   990   6.432228  Coping with overcrowded prisons
991   1  31739  AP880613-0087   991   6.432228  Coping with overcrowded prisons
992   1  68177  AP881109-0244   992   6.432228  Coping with overcrowded prisons
993   1  52680  AP880907-0064   993   6.431610  Coping with overcrowded prisons
994   1  59041  AP881004-0185   994   6.427881  Coping with overcrowded prisons
995   1   1721  AP880219-0163   995   6.424781  Coping with overcrowded prisons
996   1  35908  AP880629-0041   996   6.423047  Coping with overcrowded prisons
997   1  16580  AP880418-0056   997   6.421657  Coping with overcrowded prisons
998   1  37537  AP880705-0240   998   6.421657  Coping with overcrowded prisons
999   1  45028  AP880806-0024   999   6.421657  Coping with overcrowded prisons
